Unnamed: 0,imgs,masks
454,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_47.png
455,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_48.png
456,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_49.png
457,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_50.png
458,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_51.png
459,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_52.png
460,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_53.png
461,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_54.png
462,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_55.png
463,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_56.png
464,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_57.png
465,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_58.png
466,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_59.png
467,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_60.png
468,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_61.png
469,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_62.png
470,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_63.png
471,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_64.png
472,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_65.png
473,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_66.png
474,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/img/case5072_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5072/mask_anatomy_inst/case5072_67.png
475,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_01.png
476,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_02.png
477,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_03.png
478,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_04.png
479,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_05.png
480,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_06.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_06.png
481,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_07.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_07.png
482,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_08.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_08.png
483,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_09.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_09.png
484,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_10.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_10.png
485,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_11.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_11.png
486,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_12.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_12.png
487,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_13.png
488,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_14.png
489,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_15.png
490,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_16.png
491,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_17.png
492,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_18.png
493,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_19.png
494,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_20.png
495,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_21.png
496,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_22.png
497,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_23.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_23.png
498,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_24.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_24.png
499,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_25.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_25.png
500,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_26.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_26.png
501,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_27.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_27.png
502,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_28.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_28.png
503,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_29.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_29.png
504,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_30.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_30.png
505,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_31.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_31.png
506,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_32.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_32.png
507,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_33.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_33.png
508,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_34.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_34.png
509,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_35.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_35.png
510,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_36.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_36.png
511,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_37.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_37.png
512,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_38.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_38.png
513,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_39.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_39.png
514,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_40.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_40.png
515,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_41.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_41.png
516,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_42.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_42.png
517,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_43.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_43.png
518,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_44.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_44.png
519,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_45.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_45.png
520,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_46.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_46.png
521,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_47.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_47.png
522,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_48.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_48.png
523,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_49.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_49.png
524,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_50.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_50.png
525,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_51.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_51.png
526,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_52.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_52.png
527,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_53.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_53.png
528,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_54.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_54.png
529,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_55.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_55.png
530,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_56.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_56.png
531,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_57.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_57.png
532,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_58.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_58.png
533,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_59.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_59.png
534,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_60.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_60.png
535,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_61.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_61.png
536,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_62.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_62.png
537,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_63.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_63.png
538,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_64.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_64.png
539,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_65.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_65.png
540,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_66.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_66.png
541,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_67.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_67.png
542,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_68.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_68.png
543,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_69.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_69.png
544,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_70.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_70.png
545,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_71.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_71.png
546,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_72.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_72.png
547,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_73.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_73.png
548,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_74.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_74.png
549,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_75.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_75.png
550,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_76.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_76.png
551,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_77.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_77.png
552,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_78.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_78.png
553,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_79.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_79.png
554,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_80.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_80.png
555,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_81.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_81.png
556,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_82.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_82.png
557,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_83.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_83.png
558,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_84.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_84.png
559,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_85.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_85.png
560,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_86.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_86.png
561,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_87.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_87.png
562,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_88.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_88.png
563,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_89.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_89.png
564,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_90.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_90.png
565,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_91.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_91.png
566,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/img/case5180_92.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5180/mask_anatomy_inst/case5180_92.png
567,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_01.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_01.png
568,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_02.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_02.png
569,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_03.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_03.png
570,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_04.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_04.png
571,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_05.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_05.png
572,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_06.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_06.png
573,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_07.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_07.png
574,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_08.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_08.png
575,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_09.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_09.png
576,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_10.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_10.png
577,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_11.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_11.png
578,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_12.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_12.png
579,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_13.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_13.png
580,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_14.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_14.png
581,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_15.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_15.png
582,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_16.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_16.png
583,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_17.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_17.png
584,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_18.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_18.png
585,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_19.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_19.png
586,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_20.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_20.png
587,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_21.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_21.png
588,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/img/case5299_22.png,semantic_segmentation_images_annotations/Images_and_Supervisely_Annotations/case_5299/mask_anatomy_inst/case5299_22.png
